1 2 3
28 39 4
28 40 3
28 41 6
28 42 4
28 43 3
28 44 6
28 45 6
28 46 6
28 47 6
28 48 6
28 49 4
28 50 6
28 51 3
28 52 3
28 53 3
28 54 2
28 55 1
28 56 3
28 57 3
28 58 3
28 59 3
28 60 1
28 61 2
28 62 3
28 63 2
28 64 3
28 65 2
28 66 3
28 67 2
28 68 2
28 69 3
28 70 3
28 71 3
28 72 1
28 73 2
28 74 2
28 75 3
28 76 1
28 77 2
28 78 2
28 79 2
28 80 2
28 81 3
28 82 1
28 83 1
28 84 3
28 85 2
28 86 1
28 87 1
28 88 3
28 89 3
28 90 2
28 91 2
28 92 3
28 93 3
28 94 3
28 95 2
28 96 1
28 97 1
28 98 3
28 99 1
28 100 3
29 30 5
29 31 5
29 32 5
29 33 5
29 34 3
29 35 3
29 36 6
29 37 4
29 38 5
29 39 3
29 40 5
29 41 4
29 42 6
29 43 5
29 44 4
29 45 5
29 46 4
29 47 5
29 48 6
29 49 4
29 50 3
29 51 3
29 52 1
29 53 3
29 54 2
29 55 3
29 56 1
29 57 1
29 58 3
29 59 3
29 60 1
29 61 2
29 62 2
29 63 1
29 64 2
29 65 1
29 66 1
29 67 1
29 68 2
29 69 1
29 70 3
29 71 1
29 72 2
29 73 1
29 74 1
29 75 2
29 76 1
29 77 2
29 78 2
29 79 1
29 80 3
29 81 3
29 82 3
29 83 1
29 84 1
29 85 1
29 86 1
29 87 2
29 88 1
29 89 2
29 90 2
29 91 3
29 92 2
29 93 2
29 94 2
29 95 3
29 96 3
29 97 1
29 98 3
29 99 3
29 100 2
30 31 6
30 32 4
30 33 5
30 34 3
30 35 4
30 36 6
30 37 4
30 38 4
30 39 3
30 40 4
30 41 5
30 42 3
30 43 6
30 44 5
30 45 4
30 46 6
30 47 3
30 48 6
30 49 3
30 50 3
30 51 2
30 52 1
30 53 1
30 54 1
30 55 2
30 56 1
30 57 1
30 58 2
30 59 1
30 60 1
30 61 2
30 62 1
30 63 1
30 64 2
30 65 2
30 66 3
30 67 1
30 68 1
30 69 1
30 70 2
30 71 3
30 72 1
30 73 2
30 74 1
30 75 1
30 76 3
30 77 2
30 78 2
30 79 2
30 80 2
30 81 3
30 82 1
30 83 3
30 84 3
30 85 3
30 86 2
30 87 2
30 88 3
30 89 2
30 90 2
30 91 3
30 92 1
30 93 2
30 94 3
30 95 1
30 96 3
30 97 3
30 98 3
30 99 3
30 100 3
31 32 5
31 33 3
31 34 6
31 35 6
31 36 3
31 37 6
31 38 5
31 39 3
31 40 6
31 41 3
31 42 5
31 43 6
31 44 3
31 45 3
31 46 4
31 47 5
31 48 5
31 49 4
31 50 4
31 51 2
31 52 3
31 53 1
31 54 1
31 55 3
31 56 1
31 57 1
31 58 1
31 59 1
31 60 2
31 61 3
31 62 1
31 63 3
31 64 3
31 65 3
31 66 2
31 67 2
31 68 3
31 69 2
31 70 3
31 71 2
31 72 3
31 73 1
31 74 1
31 75 2
31 76 1
31 77 2
31 78 3
31 79 2
31 80 1
31 81 2
31 82 3
31 83 2
31 84 3
31 85 2
31 86 1
31 87 2
31 88 3
31 89 3
31 90 2
31 91 3
31 92 2
31 93 1
31 94 2
31 95 2
31 96 3
31 97 1
31 98 1
31 99 3
31 100 3
32 33 6
32 34 3
32 35 5
32 36 4
32 37 4
32 38 4
32 39 5
32 40 6
32 41 6
32 42 3
32 43 6
32 44 6
32 45 6
32 46 4
32 47 3
32 48 6
32 49 6
32 50 6
32 51 2
32 52 2
32 53 2
32 54 2
32 55 3
32 56 3
32 57 3
32 58 1
32 59 2
32 60 2
32 61 3
32 62 3
32 63 3
32 64 2
32 65 1
32 66 1
32 67 2
32 68 1
32 69 2
32 70 2
32 71 2
32 72 1
32 73 1
32 74 3
32 75 2
32 76 3
32 77 3
32 78 2
32 79 1
32 80 2
32 81 2
32 82 2
32 83 1
32 84 1
32 85 1
32 86 3
32 87 2
32 88 1
32 89 3
32 90 3
32 91 1
32 92 1
32 93 3
32 94 3
32 95 1
32 96 3
32 97 3
32 98 2
32 99 2
32 100 2
33 34 5
33 35 5
33 36 3
33 37 6
33 38 5
33 39 4
33 40 6
33 41 6
33 42 3
33 43 4
33 44 4
33 45 5
33 46 3
33 47 3
33 48 3
33 49 4
33 50 6
33 51 2
33 52 1
33 53 1
33 54 1
33 55 2
33 56 3
33 57 1
33 58 2
33 59 2
33 60 1
33 61 3
33 62 1
33 63 3
33 64 3
33 65 1
33 66 3
33 67 1
33 68 3
33 69 2
33 70 2
33 71 3
33 72 1
33 73 1
33 74 3
33 75 2
33 76 3
33 77 1
33 78 2
33 79 1
33 80 2
33 81 3
33 82 1
33 83 1
33 84 1
33 85 2
33 86 3
33 87 2
33 88 1
33 89 3
33 90 2
33 91 3
33 92 3
33 93 3
33 94 3
33 95 2
33 96 2
33 97 3
33 98 3
33 99 2
33 100 2
34 35 5
34 36 6
34 37 6
34 38 3
34 39 4
34 40 4
34 41 5
34 42 4
34 43 4
34 44 5
34 45 5
34 46 3
34 47 3
34 48 5
34 49 6
34 50 6
34 51 1
34 52 2
34 53 1
34 54 3
34 55 1
34 56 1
34 57 3
34 58 1
34 59 2
34 60 3
34 61 1
34 62 2
34 63 3
34 64 2
34 65 2
34 66 1
34 67 1
34 68 3
34 69 3
34 70 2
34 71 3
34 72 3
34 73 2
34 74 3
34 75 3
34 76 3
34 77 3
34 78 3
34 79 2
34 80 2
34 81 1
34 82 1
34 83 3
34 84 2
34 85 2
34 86 2
34 87 3
34 88 2
34 89 3
34 90 2
34 91 1
34 92 2
34 93 2
34 94 2
34 95 3
34 96 1
34 97 1
34 98 2
34 99 2
34 100 3
35 36 6
35 37 5
35 38 5
35 39 6
35 40 5
35 41 4
35 42 5
35 43 5
35 44 4
35 45 4
35 46 5
35 47 5
35 48 4
35 49 3
35 50 6
35 51 3
35 52 1
35 53 2
35 54 3
35 55 3
35 56 3
35 57 3
35 58 1
35 59 2
35 60 1
35 61 2
35 62 1
35 63 1
35 64 1
35 65 2
35 66 2
35 67 1
35 68 3
35 69 3
35 70 1
35 71 2
35 72 2
35 73 1
35 74 1
35 75 2
35 76 3
35 77 2
35 78 3
35 79 3
35 80 2
35 81 2
35 82 2
35 83 3
35 84 1
35 85 2
35 86 3
35 87 2
35 88 1
35 89 1
35 90 2
35 91 2
35 92 1
35 93 1
35 94 1
35 95 1
35 96 3
35 97 2
35 98 3
35 99 3
35 100 2
36 37 4
36 38 3
36 39 3
36 40 6
36 41 6
36 42 6
36 43 6
36 44 3
36 45 3
36 46 6
36 47 3
36 48 4
36 49 3
36 50 5
36 51 2
36 52 2
36 53 2
36 54 1
36 55 3
36 56 3
36 57 3
36 58 3
36 59 2
36 60 2
36 61 2
36 62 2
36 63 2
36 64 2
36 65 3
36 66 3
36 67 2
36 68 1
36 69 2
36 70 2
36 71 2
36 72 1
36 73 1
36 74 3
36 75 3
36 76 1
36 77 2
36 78 3
36 79 3
36 80 3
36 81 1
36 82 3
36 83 1
36 84 1
36 85 1
36 86 1
36 87 3
36 88 3
36 89 3
36 90 1
36 91 1
36 92 2
36 93 3
36 94 2
36 95 3
36 96 2
36 97 2
36 98 2
36 99 1
36 100 3
37 38 6
37 39 5
37 40 5
37 41 6
37 42 3
37 43 4
37 44 6
37 45 5
37 46 5
37 47 5
37 48 4
37 49 6
37 50 4
37 51 1
37 52 1
37 53 2
37 54 1
37 55 1
37 56 1
37 57 2
37 58 2
37 59 2
37 60 1
37 61 3
37 62 3
37 63 2
37 64 2
37 65 1
37 66 3
37 67 2
37 68 3
37 69 1
37 70 1
37 71 2
37 72 1
37 73 1
37 74 3
37 75 2
37 76 3
37 77 2
37 78 2
37 79 1
37 80 3
37 81 3
37 82 1
37 83 3
37 84 2
37 85 2
37 86 1
37 87 3
37 88 3
37 89 1
37 90 2
37 91 2
37 92 2
37 93 2
37 94 3
37 95 1
37 96 3
37 97 2
37 98 2
37 99 2
37 100 2
38 39 5
38 40 5
38 41 6
38 42 3
38 43 6
38 44 5
38 45 6
38 46 5
38 47 4
38 48 3
38 49 6
38 50 4
38 51 1
38 52 3
38 53 1
38 54 2
38 55 1
38 56 2
38 57 3
38 58 1
38 59 3
38 60 2
38 61 3
38 62 2
38 63 2
38 64 2
38 65 3
38 66 1
38 67 3
38 68 3
38 69 1
38 70 3
38 71 3
38 72 2
38 73 2
38 74 3
38 75 1
38 76 2
38 77 3
38 78 1
38 79 1
38 80 1
38 81 2
38 82 3
38 83 3
38 84 3
38 85 1
38 86 1
38 87 1
38 88 3
38 89 2
38 90 3
38 91 1
38 92 3
38 93 1
38 94 2
38 95 2
38 96 3
38 97 1
38 98 2
38 99 3
38 100 2
39 40 6
39 41 3
39 42 3
39 43 6
39 44 4
39 45 6
39 46 5
39 47 4
39 48 4
39 49 3
39 50 6
39 51 3
39 52 2
39 53 2
39 54 1
39 55 2
39 56 3
39 57 3
39 58 3
39 59 1
39 60 3
39 61 2
39 62 3
39 63 1
39 64 3
39 65 3
39 66 3
39 67 3
39 68 2
39 69 2
39 70 2
39 71 3
39 72 1
39 73 2
39 74 3
39 75 3
39 76 3
39 77 1
39 78 3
39 79 1
39 80 3
39 81 2
39 82 2
39 83 2
39 84 2
39 85 3
39 86 2
39 87 3
39 88 1
39 89 2
39 90 3
39 91 2
39 92 3
39 93 1
39 94 1
39 95 1
39 96 1
39 97 2
39 98 2
39 99 2
39 100 2
40 41 3
40 42 5
40 43 3
40 44 3
40 45 6
40 46 6
40 47 6
40 48 5
40 49 6
40 50 6
40 51 3
40 52 1
40 53 1
40 54 1
40 55 3
40 56 2
40 57 1
40 58 2
40 59 3
40 60 3
40 61 3
40 62 3
40 63 2
40 64 3
40 65 1
40 66 1
40 67 2
40 68 3
40 69 3
40 70 2
40 71 1
40 72 3
40 73 1
40 74 3
40 75 1
40 76 1
40 77 2
40 78 3
40 79 2
40 80 2
40 81 2
40 82 3
40 83 2
40 84 3
40 85 3
40 86 1
40 87 1
40 88 3
40 89 1
40 90 2
40 91 1
40 92 3
40 93 1
40 94 2
40 95 1
40 96 1
40 97 1
40 98 1
40 99 3
40 100 1
41 42 4
41 43 5
41 44 5
41 45 5
41 46 4
41 47 4
41 48 5
41 49 5
41 50 3
41 51 1
41 52 3
41 53 3
41 54 2
41 55 3
41 56 3
41 57 3
41 58 2
41 59 1
41 60 1
41 61 1
41 62 3
41 63 2
41 64 1
41 65 2
41 66 3
41 67 1
41 68 3
41 69 2
41 70 2
41 71 1
41 72 1
41 73 1
41 74 2
41 75 2
41 76 3
41 77 2
41 78 3
41 79 3
41 80 1
41 81 3
41 82 2
41 83 1
41 84 2
41 85 1
41 86 2
41 87 2
41 88 1
41 89 3
41 90 1
41 91 2
41 92 1
41 93 2
41 94 2
41 95 1
41 96 3
41 97 1
41 98 2
41 99 1
41 100 1
42 43 4
42 44 6
42 45 3
42 46 3
42 47 4
42 48 3
42 49 6
42 50 4
42 51 2
42 52 3
42 53 1
42 54 2
42 55 2
42 56 1
42 57 1
42 58 1
42 59 2
42 60 3
42 61 3
42 62 1
42 63 2
42 64 3
42 65 2
42 66 3
42 67 1
42 68 1
42 69 3
42 70 1
42 71 2
42 72 2
42 73 2
42 74 1
42 75 1
42 76 1
42 77 1
42 78 1
42 79 1
42 80 1
42 81 2
42 82 1
42 83 2
42 84 2
42 85 3
42 86 2
42 87 2
42 88 2
42 89 2
42 90 1
42 91 3
42 92 3
42 93 1
42 94 3
42 95 1
42 96 1
42 97 1
42 98 2
42 99 3
42 100 2
43 44 6
43 45 5
43 46 4
43 47 5
43 48 3
43 49 5
43 50 6
43 51 2
43 52 1
43 53 2
43 54 1
43 55 2
43 56 2
43 57 2
43 58 1
43 59 3
43 60 3
43 61 1
43 62 1
43 63 2
43 64 1
43 65 1
43 66 1
43 67 2
43 68 1
43 69 1
43 70 2
43 71 3
43 72 3
43 73 1
43 74 1
43 75 2
43 76 1
43 77 1
43 78 1
43 79 3
43 80 2
43 81 2
43 82 2
43 83 1
43 84 1
43 85 3
43 86 1
43 87 1
43 88 3
43 89 3
43 90 1
43 91 3
43 92 3
43 93 3
43 94 2
43 95 3
43 96 3
43 97 2
43 98 3
43 99 2
43 100 2
44 45 6
44 46 6
44 47 3
44 48 6
44 49 3
44 50 3
44 51 2
44 52 2
44 53 2
44 54 1
44 55 1
44 56 2
44 57 2
44 58 1
44 59 3
44 60 3
44 61 2
44 62 3
44 63 1
44 64 1
44 65 1
44 66 1
44 67 3
44 68 3
44 69 2
44 70 3
44 71 1
44 72 2
44 73 2
44 74 1
44 75 3
44 76 1
44 77 2
44 78 1
44 79 3
44 80 1
44 81 2
44 82 2
44 83 2
44 84 3
44 85 3
44 86 1
44 87 3
44 88 3
44 89 3
44 90 3
44 91 1
44 92 1
44 93 2
44 94 1
44 95 2
44 96 1
44 97 3
44 98 3
44 99 1
44 100 2
45 46 6
45 47 5
45 48 4
45 49 4
45 50 5
45 51 3
45 52 3
45 53 3
45 54 2
45 55 3
45 56 2
45 57 2
45 58 2
45 59 2
45 60 1
45 61 1
45 62 3
45 63 2
45 64 1
45 65 1
45 66 1
45 67 3
45 68 3
45 69 1
45 70 2
45 71 3
45 72 3
45 73 1
45 74 3
45 75 2
45 76 1
45 77 3
45 78 2
45 79 2
45 80 2
45 81 3
45 82 1
45 83 2
45 84 1
45 85 2
45 86 3
45 87 2
45 88 1
45 89 3
45 90 1
45 91 3
45 92 3
45 93 3
45 94 1
45 95 3
45 96 2
45 97 2
45 98 1
45 99 3
45 100 3
46 47 4
46 48 5
46 49 4
46 50 6
46 51 3
46 52 3
46 53 1
46 54 3
46 55 2
46 56 2
46 57 3
46 58 1
46 59 1
46 60 3
46 61 2
46 62 2
46 63 3
46 64 1
46 65 3
46 66 1
46 67 1
46 68 3
46 69 2
46 70 2
46 71 1
46 72 1
46 73 3
46 74 2
46 75 1
46 76 1
46 77 1
46 78 1
46 79 2
46 80 2
46 81 3
46 82 1
46 83 3
46 84 3
46 85 2
46 86 1
46 87 2
46 88 2
46 89 3
46 90 2
46 91 3
46 92 2
46 93 2
46 94 1
46 95 1
46 96 2
46 97 3
46 98 1
46 99 1
46 100 2
47 48 6
47 49 4
47 50 4
47 51 1
47 52 2
47 53 1
47 54 1
47 55 1
47 56 1
47 57 1
47 58 2
47 59 2
47 60 2
47 61 1
47 62 3
47 63 1
47 64 3
47 65 3
47 66 2
47 67 3
47 68 3
47 69 1
47 70 1
47 71 2
47 72 1
47 73 2
47 74 2
47 75 2
47 76 3
47 77 1
47 78 1
47 79 3
47 80 1
47 81 3
47 82 2
47 83 3
47 84 3
47 85 2
47 86 3
47 87 3
47 88 2
47 89 1
47 90 3
47 91 3
47 92 3
47 93 1
47 94 2
47 95 1
47 96 2
47 97 2
47 98 1
47 99 2
47 100 2
48 49 5
48 50 3
48 51 2
48 52 1
48 53 3
48 54 3
48 55 2
48 56 3
48 57 1
48 58 1
48 59 1
48 60 2
48 61 2
48 62 1
48 63 2
48 64 1
48 65 3
48 66 3
48 67 1
48 68 3
48 69 3
48 70 3
48 71 2
48 72 3
48 73 2
48 74 2
48 75 2
48 76 1
48 77 2
48 78 1
48 79 1
48 80 3
48 81 1
48 82 1
48 83 2
48 84 3
48 85 2
48 86 1
48 87 3
48 88 3
48 89 2
48 90 2
48 91 2
48 92 2
48 93 2
48 94 2
48 95 3
48 96 1
48 97 2
48 98 1
48 99 2
48 100 2
49 50 5
49 51 2
49 52 2
49 53 3
49 54 3
49 55 1
49 56 3
49 57 2
49 58 3
49 59 2
49 60 3
49 61 3
49 62 2
49 63 1
49 64 2
49 65 3
49 66 1
49 67 3
49 68 1
49 69 1
49 70 1
49 71 3
49 72 1
49 73 1
49 74 1
49 75 1
49 76 1
49 77 1
49 78 1
49 79 1
49 80 2
49 81 1
49 82 1
49 83 2
49 84 2
49 85 3
49 86 2
49 87 2
49 88 2
49 89 1
49 90 2
49 91 2
49 92 1
49 93 3
49 94 1
49 95 3
49 96 2
49 97 2
49 98 2
49 99 3
49 100 1
50 51 1
50 52 2
50 53 3
50 54 2
50 55 1
50 56 3
50 57 1
50 58 2
50 59 3
50 60 2
50 61 2
50 62 3
50 63 1
50 64 2
50 65 1
50 66 2
50 67 3
50 68 2
50 69 3
50 70 3
50 71 1
50 72 2
50 73 3
50 74 2
50 75 1
50 76 3
50 77 1
50 78 1
50 79 3
50 80 1
50 81 3
50 82 2
50 83 2
50 84 3
50 85 2
50 86 3
50 87 2
50 88 2
50 89 1
50 90 1
50 91 3
50 92 2
50 93 3
50 94 1
50 95 1
50 96 2
50 97 1
50 98 1
50 99 3
50 100 1
51 52 3
51 53 2
51 54 3
51 55 2
51 56 1
51 57 2
51 58 3
51 59 2
51 60 2
51 61 2
51 62 1
51 63 1
51 64 3
51 65 3
51 66 3
51 67 1
51 68 1
51 69 1
51 70 2
51 71 1
51 72 1
51 73 1
51 74 3
51 75 2
51 76 3
51 77 2
51 78 3
51 79 2
51 80 2
51 81 3
51 82 3
51 83 1
51 84 1
51 85 1
51 86 2
51 87 3
51 88 1
51 89 2
51 90 1
51 91 3
51 92 1
51 93 1
51 94 2
51 95 2
51 96 1
51 97 3
51 98 1
51 99 3
51 100 3
52 53 4
52 54 5
52 55 5
52 56 3
52 57 5
52 58 4
52 59 3
52 60 5
52 61 6
52 62 6
52 63 4
52 64 5
52 65 3
52 66 3
52 67 5
52 68 6
52 69 5
52 70 4
52 71 3
52 72 5
52 73 6
52 74 3
52 75 3
52 76 3
52 77 4
52 78 3
52 79 6
52 80 3
52 81 5
52 82 5
52 83 5
52 84 3
52 85 6
52 86 6
52 87 3
52 88 5
52 89 6
52 90 3
52 91 4
52 92 5
52 93 3
52 94 4
52 95 6
52 96 5
52 97 5
52 98 5
52 99 3
52 100 4
53 54 5
53 55 5
53 56 3
53 57 4
53 58 5
53 59 5
53 60 5
53 61 5
53 62 3
53 63 3
53 64 6
53 65 6
53 66 3
53 67 4
53 68 4
53 69 3
53 70 5
53 71 6
53 72 6
53 73 3
53 74 4
53 75 4
53 76 4
53 77 4
53 78 6
53 79 6
53 80 3
53 81 3
53 82 5
53 83 4
53 84 4
53 85 4
53 86 4
53 87 3
53 88 3
53 89 3
53 90 3
53 91 4
53 92 4
53 93 6
53 94 6
53 95 3
53 96 5
53 97 4
53 98 5
53 99 5
53 100 5
54 55 5
54 56 6
54 57 6
54 58 4
54 59 3
54 60 6
54 61 6
54 62 4
54 63 4
54 64 6
54 65 5
54 66 3
54 67 4
54 68 3
54 69 5
54 70 6
54 71 6
54 72 4
54 73 4
54 74 6
54 75 3
54 76 5
54 77 5
54 78 4
54 79 3
54 80 5
54 81 4
54 82 4
54 83 3
54 84 5
54 85 4
54 86 5
54 87 5
54 88 4
54 89 5
54 90 3
54 91 4
54 92 6
54 93 5
54 94 6
54 95 5
54 96 4
54 97 4
54 98 5
54 99 4
54 100 6
55 56 6
55 57 4
55 58 4
55 59 6
55 60 5
55 61 6
55 62 6
55 63 4
55 64 3
55 65 4
55 66 6
55 67 5
55 68 6
55 69 5
55 70 5
55 71 4
55 72 3
55 73 6
55 74 3
55 75 4
55 76 5
55 77 4
55 78 4
55 79 4
55 80 3
55 81 5
55 82 6
55 83 4
55 84 5
55 85 4
55 86 5
55 87 3
55 88 5
55 89 4
55 90 5
55 91 6
55 92 4
55 93 6
55 94 5
55 95 5
55 96 5
55 97 5
55 98 4
55 99 6
55 100 4
56 57 6
56 58 3
56 59 6
56 60 5
56 61 4
56 62 3
56 63 4
56 64 6
56 65 3
56 66 5
56 67 5
56 68 4
56 69 6
56 70 5
56 71 6
56 72 5
56 73 5
56 74 4
56 75 4
56 76 3
56 77 6
56 78 6
56 79 3
56 80 6
56 81 4
56 82 3
56 83 6
56 84 6
56 85 4
56 86 5
56 87 6
56 88 3
56 89 6
56 90 6
56 91 4
56 92 3
56 93 4
56 94 6
56 95 5
56 96 5
56 97 4
56 98 4
56 99 3
56 100 4
57 58 3
57 59 5
57 60 3
57 61 6
57 62 5
57 63 3
57 64 4
57 65 6
57 66 3
57 67 3
57 68 4
57 69 6
57 70 3
57 71 6
57 72 6
57 73 4
57 74 4
57 75 4
57 76 4
57 77 5
57 78 3
57 79 5
57 80 6
57 81 3
57 82 4
57 83 5
57 84 6
57 85 3
57 86 4
57 87 6
57 88 3
57 89 4
57 90 3
57 91 5
57 92 4
57 93 3
57 94 3
57 95 4
57 96 5
57 97 4
57 98 6
57 99 4
57 100 4
58 59 4
58 60 6
58 61 6
58 62 3
58 63 6
58 64 3
58 65 5
58 66 6
58 67 5
58 68 5
58 69 4
58 70 6
58 71 5
58 72 4
58 73 4
58 74 4
58 75 3
58 76 3
58 77 3
58 78 5
58 79 3
58 80 5
58 81 5
58 82 5
58 83 3
58 84 4
58 85 6
58 86 3
58 87 3
58 88 6
58 89 3
58 90 4
58 91 3
58 92 4
58 93 3
58 94 3
58 95 6
58 96 5
58 97 4
58 98 4
58 99 3
58 100 3
59 60 6
59 61 6
59 62 5
59 63 3
59 64 4
59 65 4
59 66 4
59 67 4
59 68 4
59 69 6
59 70 6
59 71 6
59 72 5
59 73 5
59 74 4
59 75 4
59 76 4
59 77 3
59 78 3
59 79 4
59 80 4
59 81 5
59 82 5
59 83 4
59 84 4
59 85 6
59 86 4
59 87 5
59 88 4
59 89 6
59 90 6
59 91 6
59 92 5
59 93 3
59 94 5
59 95 4
59 96 4
59 97 6
59 98 4
59 99 6
59 100 6
60 61 6
60 62 6
60 63 6
60 64 5
60 65 6
60 66 3
60 67 6
60 68 5
60 69 4
60 70 4
60 71 3
60 72 5
60 73 5
60 74 6
60 75 5
60 76 3
60 77 5
60 78 3
60 79 4
60 80 4
60 81 4
60 82 3
60 83 3
60 84 6
60 85 3
60 86 5
60 87 3
60 88 6
60 89 3
60 90 3
60 91 5
60 92 3
60 93 4
60 94 4
60 95 5
60 96 3
60 97 5
60 98 4
60 99 5
60 100 5
61 62 5
61 63 4
61 64 4
61 65 6
61 66 6
61 67 5
61 68 5
61 69 3
61 70 6
61 71 5
61 72 5
61 73 3
61 74 3
61 75 3
61 76 6
61 77 6
61 78 5
61 79 6
61 80 3
61 81 4
61 82 4
61 83 4
61 84 3
61 85 5
61 86 4
61 87 5
61 88 4
61 89 3
61 90 4
61 91 3
61 92 5
61 93 3
61 94 6
61 95 3
61 96 5
61 97 5
61 98 3
61 99 5
61 100 4
62 63 6
62 64 3
62 65 3
62 66 4
62 67 3
62 68 6
62 69 4
62 70 3
62 71 6
62 72 4
62 73 5
62 74 3
62 75 6
62 76 6
62 77 3
62 78 3
62 79 5
62 80 6
62 81 6
62 82 6
62 83 6
62 84 3
62 85 4
62 86 4
62 87 4
62 88 3
62 89 3
62 90 3
62 91 6
62 92 6
62 93 4
62 94 5
62 95 5
62 96 5
62 97 6
62 98 5
62 99 6
62 100 3
63 64 6
63 65 3
63 66 5
63 67 5
63 68 5
63 69 4
63 70 5
63 71 4
63 72 4
63 73 4
63 74 5
63 75 4
63 76 4
63 77 3
63 78 5
63 79 4
63 80 6
63 81 3
63 82 4
63 83 5
63 84 4
63 85 5
63 86 6
63 87 5
63 88 3
63 89 6
63 90 5
63 91 6
63 92 5
63 93 5
63 94 4
63 95 6
63 96 4
63 97 6
63 98 6
63 99 4
63 100 5
64 65 3
64 66 4
64 67 4
64 68 4
64 69 3
64 70 4
64 71 3
64 72 3
64 73 4
64 74 6
64 75 6
64 76 3
64 77 5
64 78 5
64 79 4
64 80 3
64 81 6
64 82 3
64 83 5
64 84 3
64 85 4
64 86 6
64 87 4
64 88 3
64 89 3
64 90 6
64 91 6
64 92 6
64 93 4
64 94 3
64 95 5
64 96 4
64 97 4
64 98 6
64 99 3
64 100 6
65 66 3
65 67 5
65 68 4
65 69 3
65 70 6
65 71 6
65 72 3
65 73 3
65 74 5
65 75 5
65 76 4
65 77 4
65 78 6
65 79 3
65 80 5
65 81 6
65 82 6
65 83 3
65 84 5
65 85 3
65 86 6
65 87 4
65 88 6
65 89 5
65 90 4
65 91 6
65 92 5
65 93 3
65 94 5
65 95 4
65 96 5
65 97 3
65 98 3
65 99 3
65 100 4
66 67 6
66 68 6
66 69 3
66 70 4
66 71 3
66 72 5
66 73 5
66 74 5
66 75 6
66 76 4
66 77 4
66 78 4
66 79 4
66 80 3
66 81 3
66 82 4
66 83 4
66 84 5
66 85 3
66 86 5
66 87 6
66 88 6
66 89 3
66 90 5
66 91 5
66 92 6
66 93 6
66 94 4
66 95 6
66 96 6
66 97 4
66 98 5
66 99 4
66 100 4
67 68 6
67 69 5
67 70 3
67 71 3
67 72 5
67 73 4
67 74 4
67 75 6
67 76 6
67 77 4
67 78 4
67 79 3
67 80 4
67 81 5
67 82 5
67 83 3
67 84 5
67 85 4
67 86 5
67 87 4
67 88 4
67 89 3
67 90 6
67 91 6
67 92 3
67 93 5
67 94 4
67 95 5
67 96 5
67 97 5
67 98 3
67 99 4
67 100 6
68 69 6
68 70 5
68 71 3
68 72 3
68 73 3
68 74 6
68 75 5
68 76 3
68 77 5
68 78 5
68 79 4
68 80 4
68 81 5
68 82 5
68 83 3
68 84 5
68 85 4
68 86 4
68 87 5
68 88 3
68 89 3
68 90 4
68 91 6
68 92 3
68 93 5
68 94 4
68 95 6
68 96 5
68 97 6
68 98 5
68 99 6
68 100 3
69 70 4
69 71 4
69 72 4
69 73 6
69 74 3
69 75 6
69 76 5
69 77 4
69 78 6
69 79 4
69 80 4
69 81 4
69 82 6
69 83 6
69 84 5
69 85 4
69 86 4
69 87 4
69 88 3
69 89 3
69 90 6
69 91 4
69 92 6
69 93 5
69 94 6
69 95 3
69 96 3
69 97 6
69 98 3
69 99 6
69 100 6
70 71 6
70 72 3
70 73 6
70 74 5
70 75 3
70 76 5
70 77 4
70 78 3
70 79 3
70 80 6
70 81 4
70 82 6
70 83 6
70 84 6
70 85 6
70 86 4
70 87 4
70 88 4
70 89 6
70 90 3
70 91 5
70 92 4
70 93 6
70 94 6
70 95 4
70 96 4
70 97 4
70 98 3
70 99 3
70 100 5
71 72 5
71 73 6
71 74 4
71 75 6
71 76 4
71 77 5
71 78 6
71 79 3
71 80 5
71 81 4
71 82 5
71 83 4
71 84 4
71 85 5
71 86 3
71 87 4
71 88 5
71 89 4
71 90 3
71 91 6
71 92 6
71 93 6
71 94 5
71 95 6
71 96 3
71 97 3
71 98 3
71 99 6
71 100 5
72 73 6
72 74 5
72 75 3
72 76 5
72 77 3
72 78 5
72 79 5
72 80 6
72 81 3
72 82 6
72 83 3
72 84 6
72 85 5
72 86 4
72 87 3
72 88 3
72 89 5
72 90 3
72 91 3
72 92 5
72 93 4
72 94 5
72 95 6
72 96 4
72 97 4
72 98 4
72 99 6
72 100 4
73 74 4
73 75 4
73 76 6
73 77 6
73 78 6
73 79 3
73 80 4
73 81 5
73 82 4
73 83 3
73 84 6
73 85 4
73 86 4
73 87 4
73 88 6
73 89 4
73 90 4
73 91 3
73 92 5
73 93 4
73 94 5
73 95 5
73 96 4
73 97 3
73 98 3
73 99 6
73 100 6
74 75 4
74 76 4
74 77 3
74 78 3
74 79 5
74 80 3
74 81 5
74 82 3
74 83 3
74 84 4
74 85 3
74 86 6
74 87 4
74 88 4
74 89 4
74 90 4
74 91 3
74 92 4
74 93 6
74 94 4
74 95 3
74 96 4
74 97 5
74 98 4
74 99 5
74 100 4
75 76 5
75 77 3
75 78 6
75 79 3
75 80 6
75 81 4
75 82 5
75 83 5
75 84 6
75 85 5
75 86 3
75 87 6
75 88 3
75 89 3
75 90 6
75 91 3
75 92 4
75 93 5
75 94 6
75 95 3
75 96 6
75 97 6
75 98 6
75 99 6
75 100 6
76 77 6
76 78 5
76 79 4
76 80 3
76 81 6
76 82 3
76 83 5
76 84 5
76 85 3
76 86 3
76 87 6
76 88 5
76 89 4
76 90 4
